Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
177,Eric Mendez,"C++, React",-1.2522746099815174,MBA,None,3,1,-1.0486844305289185,-0.6604218122583732,-2.3340041945490744
178,Terry Kaufman,"SQL, Deep Learning, Python, Machine Learning",0.9977054387532418,B.Sc,Google ML,2,0,1.6780225536618127,-0.04117960667152538,0.7652863600104727
179,Andrea Clark,"Pytorch, TensorFlow",-0.6094231674858719,MBA,None,0,0,0.061662428479514454,0.5780625989153224,-0.42674846866627625
180,Erin Maynard,"Networking, Cybersecurity, Ethical Hacking",0.9977054387532418,MBA,None,1,0,-0.6184190539898987,-0.3508007094649493,0.7652863600104727
181,Jared Gonzalez,"Java, React",0.35485399625759634,PhD,Deep Learning Specialization,3,0,-1.1210030460771436,0.5780625989153224,0.7652863600104727
182,Stephen Nichols,"Machine Learning, Deep Learning, SQL, Python",-1.2522746099815174,PhD,None,2,0,-0.846444076483792,0.5780625989153224,-0.9035624001369759
183,Caleb Tucker,"Pytorch, NLP",-1.57370033122934,B.Sc,None,0,1,-1.609175405294034,0.5780625989153224,-1.857190263078375
184,Caitlin Turner,"SQL, Deep Learning, Python",0.0334282750097736,PhD,None,2,0,0.41930532974111495,-0.6604218122583732,-0.18834150293092647
185,Justin Myers Jr.,"React, Java, C++, SQL",0.6762797175054192,M.Tech,Deep Learning Specialization,3,0,0.42694523150371255,-0.6604218122583732,0.7652863600104727
186,Anthony Benson,"Java, C++, React, SQL",0.0334282750097736,MBA,Deep Learning Specialization,3,0,-0.6872649869187613,0.5780625989153224,0.7652863600104727
187,Valerie Morrison,"Pytorch, Python",-1.57370033122934,B.Sc,Deep Learning Specialization,0,1,-1.5526574956639083,0.5780625989153224,-1.3803763316076754
188,Mary Wilson,"NLP, TensorFlow, Python",-1.57370033122934,MBA,Deep Learning Specialization,0,1,-0.6327872783275112,-0.6604218122583732,-2.0955972288137246
189,Evelyn Porter,"SQL, Python, Machine Learning, Deep Learning",-0.6094231674858719,M.Tech,Google ML,2,0,-0.6105187010308489,-0.04117960667152538,0.05006546280442332
190,Scott Salinas,"React, SQL, Java, C++",-1.2522746099815174,PhD,AWS Certified,3,0,-0.9477161833709523,-0.04117960667152538,-0.9035624001369759
191,Rachel Bridges,"Linux, Cybersecurity, Ethical Hacking",0.9977054387532418,B.Sc,Deep Learning Specialization,1,0,-0.8806500002845131,0.8876837017087462,0.7652863600104727
192,Lori Porter,"Linux, Ethical Hacking",-1.2522746099815174,PhD,AWS Certified,1,1,-0.847746332466053,-0.6604218122583732,-1.857190263078375
193,Keith Ayers,"TensorFlow, NLP, Python",-0.6094231674858719,MBA,Deep Learning Specialization,0,0,0.01729890801715789,1.506925907295594,0.7652863600104727
194,Nicholas Welch,"Machine Learning, SQL, Python",1.6405568812488873,PhD,None,2,0,0.6587467963461626,0.2684414961218985,0.7652863600104727
195,Jason Carter,"Pytorch, Python, TensorFlow, NLP",1.3191311600010647,B.Sc,AWS Certified,0,0,1.5096408551554712,-0.04117960667152538,0.7652863600104727
196,Kimberly Anderson,"Pytorch, Python",0.6762797175054192,B.Tech,None,0,0,-1.6390404758205517,0.2684414961218985,0.7652863600104727
197,John Mendoza,"Python, Deep Learning",0.9977054387532418,PhD,None,2,0,-0.44942963602516867,1.506925907295594,0.7652863600104727
198,Audrey Haynes,"C++, SQL, Java",-1.2522746099815174,PhD,Deep Learning Specialization,3,0,-0.4910584189247772,0.5780625989153224,-0.6651554344016261
199,Zachary Harris,"Ethical Hacking, Cybersecurity, Linux",-0.6094231674858719,M.Tech,Deep Learning Specialization,1,1,1.464192121374564,-1.589285120638645,-1.3803763316076754
200,Ann Silva,"Python, TensorFlow",-1.2522746099815174,B.Sc,Deep Learning Specialization,0,1,0.43176357863807807,-0.3508007094649493,-1.6187832973430252
201,Ashley Elliott,"Cybersecurity, Ethical Hacking, Linux, Networking",0.9977054387532418,MBA,Google ML,1,0,0.9659489825615222,0.8876837017087462,0.7652863600104727
202,Thomas Hill,"TensorFlow, NLP",0.35485399625759634,PhD,Google ML,0,0,0.34698671419288984,-1.279664017845221,0.05006546280442332
203,Danny Torres,"Ethical Hacking, Cybersecurity, Networking",0.9977054387532418,B.Tech,None,1,0,-0.5931986964667781,-1.589285120638645,0.5268793942751229
204,Tiffany Koch,"NLP, Python, TensorFlow",-1.2522746099815174,PhD,Deep Learning Specialization,0,0,-1.6384761648949053,0.5780625989153224,-0.6651554344016261
205,Rachael Williams,"Java, C++",1.3191311600010647,MBA,Google ML,3,0,0.10185872979863596,-0.6604218122583732,0.7652863600104727
206,Timothy Caldwell,"NLP, Pytorch, Python, TensorFlow",1.6405568812488873,B.Sc,None,0,0,-1.5800916883568725,-0.3508007094649493,0.7652863600104727
207,Jenny Weaver,"Ethical Hacking, Linux, Cybersecurity, Networking",0.6762797175054192,MBA,None,1,0,1.582914458424021,1.506925907295594,0.7652863600104727
208,Shawn Carson,"C++, React",-0.9308488887336946,B.Sc,AWS Certified,3,0,0.6959479089060839,-0.04117960667152538,-0.9035624001369759
209,Derrick Mendoza,"Cybersecurity, Ethical Hacking, Networking, Linux",-1.2522746099815174,M.Tech,Deep Learning Specialization,1,0,0.9721564027436327,0.2684414961218985,-0.6651554344016261
210,Thomas Thompson,"Python, NLP, TensorFlow",-0.9308488887336946,M.Tech,Google ML,0,0,0.4511671927737663,-0.3508007094649493,-0.9035624001369759
211,Cindy Crosby,"Machine Learning, Python, Deep Learning",-0.6094231674858719,B.Tech,AWS Certified,2,0,0.8615514613169355,-0.3508007094649493,-0.42674846866627625
212,Denise Davenport,"Networking, Linux, Ethical Hacking",0.6762797175054192,B.Tech,Google ML,1,0,0.7246843575813091,-0.6604218122583732,0.7652863600104727
213,Wyatt Anderson,"C++, SQL",-0.9308488887336946,MBA,Google ML,3,1,0.6229781653667285,-1.279664017845221,-1.857190263078375
214,Peter Patterson,"SQL, Java",-1.2522746099815174,B.Tech,Google ML,3,0,-1.4761282524397061,0.5780625989153224,-0.9035624001369759
215,Nicholas Brown,"TensorFlow, Python, NLP",-0.6094231674858719,B.Tech,None,0,1,-1.6593122606110806,-0.6604218122583732,-1.1419693658723256
216,Gloria Miller,"Linux, Ethical Hacking, Cybersecurity, Networking",0.9977054387532418,M.Tech,AWS Certified,1,0,-1.5000463539805657,-0.6604218122583732,0.7652863600104727
217,Tammy Phillips,"SQL, Deep Learning, Python, Machine Learning",0.6762797175054192,B.Sc,None,2,0,0.12864179450046961,1.506925907295594,0.7652863600104727
218,William Murphy,"TensorFlow, Python, NLP, Pytorch",0.9977054387532418,MBA,AWS Certified,0,0,-0.41448576716783303,0.8876837017087462,0.7652863600104727
219,John James,"Linux, Networking, Cybersecurity, Ethical Hacking",-1.2522746099815174,B.Sc,None,1,0,-1.726465260763004,1.506925907295594,-0.18834150293092647
220,Christina Sanchez,"Pytorch, TensorFlow, Python, NLP",1.6405568812488873,PhD,Google ML,0,0,0.8472266455120651,-0.9700429150517971,0.7652863600104727
221,Keith Ward,"Cybersecurity, Linux",1.3191311600010647,PhD,None,1,0,-0.12399586605815581,-1.589285120638645,0.7652863600104727
222,Mark Skinner,"Python, NLP",-1.2522746099815174,M.Tech,Google ML,0,1,0.795353448885337,-1.279664017845221,-2.3340041945490744
223,James Myers,"Python, TensorFlow, Pytorch, NLP",0.35485399625759634,B.Sc,None,0,0,-0.048725470283472565,-0.3508007094649493,0.7652863600104727
224,Jon Poole,"Java, SQL",0.9977054387532418,M.Tech,Deep Learning Specialization,3,0,0.7288949852572861,-0.3508007094649493,0.7652863600104727
225,John Weiss,"Linux, Ethical Hacking, Cybersecurity",-0.2879974462380492,PhD,AWS Certified,1,0,0.7310654118943878,-1.279664017845221,-0.6651554344016261
226,Sean Livingston,"Cybersecurity, Networking",-1.2522746099815174,B.Tech,Google ML,1,1,0.6323978169717493,0.2684414961218985,-1.1419693658723256
227,Jacob Long,"Python, Deep Learning, Machine Learning",-0.9308488887336946,B.Tech,Deep Learning Specialization,2,0,1.1493500333966067,-0.3508007094649493,-0.9035624001369759
228,Sarah Christensen,"Linux, Networking, Ethical Hacking",0.6762797175054192,B.Sc,None,1,0,-0.005230120475956643,0.2684414961218985,0.7652863600104727
229,Scott Young,"Python, Pytorch",-0.6094231674858719,PhD,Deep Learning Specialization,0,0,-1.6016657291296623,0.8876837017087462,0.2884724285397731
230,Christopher Dominguez,"Cybersecurity, Networking, Ethical Hacking",-0.9308488887336946,M.Tech,AWS Certified,1,0,0.9955536018915879,1.506925907295594,0.5268793942751229
231,Thomas Curtis,"Python, NLP, Pytorch",-1.2522746099815174,MBA,Google ML,0,1,1.4727001937920021,-1.279664017845221,-2.0955972288137246
232,Anita Vega,"React, C++, Java, SQL",-1.57370033122934,M.Tech,AWS Certified,3,0,0.022681566077169844,0.8876837017087462,-0.6651554344016261
233,Jennifer Lane,"Deep Learning, Python",-0.6094231674858719,MBA,AWS Certified,2,0,1.3251979995345777,-0.3508007094649493,-0.6651554344016261
234,Tonya Ellison,"SQL, Java, C++, React",1.3191311600010647,M.Tech,None,3,0,-0.16367126498437293,-0.04117960667152538,0.7652863600104727
235,Robert Guerrero,"Cybersecurity, Linux, Networking",-1.57370033122934,MBA,Deep Learning Specialization,1,1,-1.3118269560111155,0.5780625989153224,-1.1419693658723256
236,Elizabeth Graham,"React, SQL",0.6762797175054192,B.Tech,AWS Certified,3,0,-0.1919736283321777,-1.589285120638645,0.2884724285397731
237,Nancy Brown,"Ethical Hacking, Linux, Cybersecurity, Networking",-1.2522746099815174,B.Tech,Deep Learning Specialization,1,0,0.028324675333633986,0.8876837017087462,-0.18834150293092647
238,April Lewis,"Python, Deep Learning",0.0334282750097736,B.Tech,None,2,0,-0.5546085108591119,-0.6604218122583732,-0.42674846866627625
239,Tiffany Austin,"Python, TensorFlow, NLP, Pytorch",0.9977054387532418,PhD,AWS Certified,0,0,1.082934978301298,-0.04117960667152538,0.7652863600104727
240,Sheila Gonzalez,"Deep Learning, SQL",-1.2522746099815174,M.Tech,Google ML,2,1,-0.6776717011827722,-0.3508007094649493,-1.6187832973430252
241,Barbara Bernard,"Linux, Ethical Hacking",1.6405568812488873,MBA,Deep Learning Specialization,1,0,-1.2679843379416633,-1.589285120638645,0.7652863600104727
242,Mario Savage,"Deep Learning, Machine Learning, Python, SQL",0.0334282750097736,B.Tech,AWS Certified,2,0,-0.0604891826565632,0.5780625989153224,0.7652863600104727
243,Katherine Chase,"C++, SQL, React",0.9977054387532418,B.Tech,Google ML,3,0,0.8375031341778498,-0.3508007094649493,0.7652863600104727
244,Rodney Diaz,"Linux, Networking",-1.57370033122934,B.Tech,AWS Certified,1,1,-0.6673838789229106,0.2684414961218985,-1.6187832973430252
245,Michael Phelps,"NLP, Pytorch",-0.9308488887336946,B.Sc,Deep Learning Specialization,0,0,1.4738288156432948,0.8876837017087462,-0.18834150293092647
246,Christine Reyes,"Deep Learning, Python, SQL",-0.9308488887336946,B.Sc,Deep Learning Specialization,2,0,1.6955161923568516,0.8876837017087462,0.05006546280442332
247,Daniel Alvarado,"Cybersecurity, Ethical Hacking, Linux",0.6762797175054192,MBA,AWS Certified,1,0,-0.7308905623245032,-0.3508007094649493,0.7652863600104727
248,Ashley Moore,"Deep Learning, Machine Learning, SQL",0.0334282750097736,B.Sc,Google ML,2,0,-1.6669521623736783,-0.3508007094649493,0.5268793942751229
249,Caitlin Shaw,"SQL, Java, React, C++",-0.2879974462380492,MBA,Deep Learning Specialization,3,0,0.93300190621032,-0.04117960667152538,0.5268793942751229
250,James Gibson,"React, Java",-0.9308488887336946,MBA,AWS Certified,3,0,1.4383640443930548,0.8876837017087462,-0.18834150293092647
251,Timothy Smith,"Python, NLP, TensorFlow, Pytorch",1.3191311600010647,B.Tech,AWS Certified,0,0,0.6909559276407503,1.506925907295594,0.7652863600104727
252,Erin Maynard,"Pytorch, NLP, TensorFlow, Python",0.6762797175054192,M.Tech,AWS Certified,0,0,-1.2378588162186934,1.1973048045021701,0.7652863600104727
253,Sherry Mcgrath,"TensorFlow, Python, Pytorch",0.9977054387532418,PhD,None,0,0,-0.17443658110439683,-1.279664017845221,0.7652863600104727
254,Juan Velez,"SQL, Machine Learning",-0.9308488887336946,B.Tech,None,2,1,1.606311657571976,-0.9700429150517971,-2.0955972288137246
255,Sara Collins,"React, C++, SQL, Java",0.6762797175054192,MBA,Deep Learning Specialization,3,0,0.4532942108781259,-0.04117960667152538,0.7652863600104727
256,Kathleen Foster,"NLP, Pytorch, TensorFlow",0.35485399625759634,B.Tech,Deep Learning Specialization,0,0,-0.3399099079170223,-0.3508007094649493,0.7652863600104727
257,Paul Williams,"Java, C++, React",1.3191311600010647,M.Tech,None,3,0,-1.0854080492286775,-1.279664017845221,0.7652863600104727
258,Jasmine Cole,"Cybersecurity, Linux",0.9977054387532418,B.Sc,Google ML,1,0,0.47556278817478825,1.506925907295594,0.7652863600104727
259,Bryan Wright,"SQL, Machine Learning, Deep Learning",-1.57370033122934,B.Tech,Deep Learning Specialization,2,1,1.4516036468793745,-0.9700429150517971,-2.3340041945490744
260,Dr. Samantha Hill MD,"TensorFlow, Pytorch, Python",0.9977054387532418,B.Tech,AWS Certified,0,0,-0.08267094288774147,0.2684414961218985,0.7652863600104727
261,Steven Hull,"Python, Pytorch",0.6762797175054192,B.Sc,Google ML,0,0,-0.3576205892757713,-0.9700429150517971,0.7652863600104727
262,Eduardo Wilson,"Ethical Hacking, Linux, Networking",-1.2522746099815174,PhD,AWS Certified,1,0,-0.8830374695853249,1.506925907295594,0.05006546280442332
263,Bryan Scott,"TensorFlow, NLP",1.6405568812488873,B.Sc,AWS Certified,0,0,0.28947040830969767,-0.9700429150517971,0.7652863600104727
264,Jessica Burnett,"Python, TensorFlow",-1.57370033122934,M.Tech,AWS Certified,0,1,-0.12021932370959904,-1.279664017845221,-2.810818126019774
265,Kim Brown,"NLP, Python, Pytorch",-1.2522746099815174,MBA,AWS Certified,0,1,0.7581089277926736,-1.589285120638645,-2.3340041945490744
266,Maria Green MD,"NLP, TensorFlow",0.6762797175054192,MBA,Google ML,0,0,0.8301236836117044,-1.279664017845221,0.5268793942751229
267,Gregory Rogers,"Networking, Ethical Hacking",-1.57370033122934,M.Tech,AWS Certified,1,1,-0.22583228387096255,-0.04117960667152538,-1.857190263078375
268,Nathaniel Yoder,"SQL, React",1.6405568812488873,B.Tech,Deep Learning Specialization,3,0,0.4144869826067494,-0.04117960667152538,0.7652863600104727
269,Paul Lozano,"SQL, Machine Learning, Deep Learning, Python",0.9977054387532418,M.Tech,Google ML,2,0,1.259911566290562,0.8876837017087462,0.7652863600104727
270,Jerry Allen,"Cybersecurity, Linux, Networking, Ethical Hacking",1.3191311600010647,PhD,Deep Learning Specialization,1,0,0.6273624271736736,-0.3508007094649493,0.7652863600104727
271,Amy Poole,"Machine Learning, SQL, Python",-1.57370033122934,PhD,Google ML,2,1,-1.578008078785255,0.5780625989153224,-1.1419693658723256
272,Laura Garcia,"Ethical Hacking, Cybersecurity",-1.57370033122934,B.Sc,None,1,1,-1.4288129517508914,0.8876837017087462,-1.6187832973430252
273,Cassandra Ford,"Linux, Cybersecurity",-0.9308488887336946,PhD,AWS Certified,1,1,-1.3702982496146325,-1.279664017845221,-1.857190263078375
274,Ricky Morris,"NLP, Pytorch, Python",0.9977054387532418,MBA,None,0,0,-0.17782244665827532,-0.6604218122583732,0.7652863600104727
275,Jon Hall,"Networking, Linux",-0.6094231674858719,M.Tech,Deep Learning Specialization,1,0,0.996986083472075,0.5780625989153224,0.05006546280442332
276,Amber Brown,"NLP, TensorFlow",0.6762797175054192,PhD,Deep Learning Specialization,0,0,-1.380369029210784,-1.589285120638645,0.2884724285397731
277,Dr. Antonio Martinez,"Deep Learning, Machine Learning, Python",-0.6094231674858719,MBA,AWS Certified,2,1,-0.3769807948787175,-1.279664017845221,-1.1419693658723256
278,Dwayne Taylor,"React, C++, SQL, Java",-0.2879974462380492,B.Tech,Deep Learning Specialization,3,0,0.44930062586585895,0.5780625989153224,0.7652863600104727
279,Trevor Freeman,"Cybersecurity, Networking, Ethical Hacking",0.35485399625759634,M.Tech,AWS Certified,1,0,-1.1646286214828856,0.8876837017087462,0.7652863600104727
280,Kristen Santana,"Deep Learning, Machine Learning",-1.57370033122934,PhD,Google ML,2,1,-0.2639449756184665,-1.279664017845221,-2.810818126019774
281,Rachael Hayes,"C++, SQL, React",1.6405568812488873,M.Tech,Deep Learning Specialization,3,0,-1.3528480194523358,-0.04117960667152538,0.7652863600104727
282,Gary Gonzalez,"Python, TensorFlow, Pytorch, NLP",1.3191311600010647,MBA,Google ML,0,0,0.8353327075407483,-1.279664017845221,0.7652863600104727
283,Mrs. Ashley Stanley,"Pytorch, Python, NLP, TensorFlow",-1.57370033122934,M.Tech,Deep Learning Specialization,0,0,-0.5624654552854196,1.1973048045021701,-0.42674846866627625
284,Sonia Mendoza,"Python, TensorFlow",-0.6094231674858719,B.Sc,None,0,1,0.12868520303321165,-0.6604218122583732,-1.3803763316076754
285,Tara Williams,"Python, Deep Learning",0.6762797175054192,B.Tech,None,2,0,1.0807211431314543,-0.9700429150517971,0.2884724285397731
286,Joanna Little,"Ethical Hacking, Cybersecurity, Networking",-0.9308488887336946,PhD,Deep Learning Specialization,1,0,1.6158615347752232,-0.04117960667152538,-0.6651554344016261
287,Emily Sanchez,"C++, React, SQL, Java",-0.9308488887336946,MBA,None,3,1,0.7047164325199744,-1.279664017845221,-1.857190263078375
288,Rebecca Lewis,"Python, SQL, Deep Learning",1.6405568812488873,B.Tech,None,2,0,0.5510502266131816,0.8876837017087462,0.7652863600104727
289,Jonathan Andrews,"Python, Deep Learning, SQL, Machine Learning",-0.9308488887336946,M.Tech,None,2,0,0.08757732252650748,0.5780625989153224,-0.42674846866627625
290,Martin Dean,"Ethical Hacking, Networking",0.35485399625759634,MBA,Deep Learning Specialization,1,0,-0.7970451662233597,-0.3508007094649493,0.7652863600104727
291,Olivia Montgomery,"TensorFlow, Python",-0.9308488887336946,PhD,Deep Learning Specialization,0,0,-0.27774888903043266,1.1973048045021701,0.05006546280442332
292,Amanda Watson,"Cybersecurity, Networking, Linux",-0.9308488887336946,B.Sc,AWS Certified,1,1,1.0505088043430002,-0.6604218122583732,-1.1419693658723256
293,Katelyn Hopkins,"Machine Learning, Python, SQL",0.35485399625759634,B.Tech,None,2,0,-1.284957074243798,-0.04117960667152538,0.7652863600104727
294,Jeremy Shaw,"Java, C++, React, SQL",-0.2879974462380492,B.Sc,None,3,0,0.7894498884324206,0.8876837017087462,0.7652863600104727
295,Nathan Williams,"Pytorch, Python, NLP, TensorFlow",1.3191311600010647,MBA,Deep Learning Specialization,0,0,1.640387355774471,-0.6604218122583732,0.7652863600104727
296,Jacqueline Frederick,"Deep Learning, Python, Machine Learning, SQL",-0.9308488887336946,B.Sc,None,2,0,0.1861146918509198,0.2684414961218985,-0.6651554344016261
297,Robert Cook,"Networking, Linux, Ethical Hacking, Cybersecurity",-0.9308488887336946,B.Sc,Deep Learning Specialization,1,1,1.221929100141284,-0.9700429150517971,-1.1419693658723256
298,Jerome Schmitt,"Networking, Cybersecurity, Linux, Ethical Hacking",0.9977054387532418,MBA,Google ML,1,0,1.0458206828068608,-0.3508007094649493,0.7652863600104727
299,Scott Coleman,"SQL, Deep Learning",0.35485399625759634,B.Tech,Google ML,2,0,0.023419511133784383,0.2684414961218985,0.7652863600104727
300,Robin Mcgrath,"Python, Pytorch, TensorFlow",-1.2522746099815174,M.Tech,None,0,0,0.36265719451276335,1.506925907295594,-0.42674846866627625
301,Kristen Maynard,"Linux, Ethical Hacking",1.6405568812488873,M.Tech,Google ML,1,0,-0.3643489118507862,1.1973048045021701,0.7652863600104727
302,Denise Collins,"React, Java, SQL, C++",0.0334282750097736,PhD,Deep Learning Specialization,3,0,0.6493705532738838,1.506925907295594,0.7652863600104727
303,Amber Dalton,"NLP, Python, TensorFlow, Pytorch",-0.9308488887336946,PhD,Deep Learning Specialization,0,0,-0.3058776182472693,1.506925907295594,0.7652863600104727
304,Carlos Goodwin,"Python, NLP",0.9977054387532418,B.Sc,Google ML,0,0,0.42599024378338785,1.506925907295594,0.7652863600104727
305,Tina Howard,"SQL, Python, Machine Learning",0.35485399625759634,B.Sc,AWS Certified,2,0,-1.1794309311479185,1.1973048045021701,0.7652863600104727
306,Nathaniel Terry,"React, SQL, C++",-1.2522746099815174,MBA,None,3,0,0.3666507795250303,1.506925907295594,-0.42674846866627625
307,Jessica Campbell,"Machine Learning, SQL, Python",-0.2879974462380492,B.Sc,Google ML,2,0,1.501002557139807,0.8876837017087462,0.7652863600104727
308,Andrew Shaw,"Python, SQL",-1.2522746099815174,MBA,Deep Learning Specialization,2,0,1.4134475465991285,0.5780625989153224,-0.9035624001369759
309,Stephen Lopez,"Deep Learning, SQL",0.35485399625759634,B.Tech,AWS Certified,2,0,1.1476571006196674,-1.589285120638645,-0.18834150293092647
310,Megan Cox,"SQL, Java",-0.6094231674858719,B.Tech,None,3,0,-0.7146557710789834,0.8876837017087462,-0.18834150293092647
311,Richard Kelly,"Cybersecurity, Ethical Hacking, Networking",-1.57370033122934,B.Tech,None,1,1,0.11462083842479331,0.5780625989153224,-1.6187832973430252
312,Benjamin Rivera,"SQL, Machine Learning, Python, Deep Learning",0.35485399625759634,B.Sc,Google ML,2,0,0.8467925601846447,0.8876837017087462,0.7652863600104727
313,Laura Stewart,"Deep Learning, SQL, Python, Machine Learning",-1.2522746099815174,PhD,Deep Learning Specialization,2,1,-1.2026979046976476,-1.279664017845221,-1.857190263078375
314,Ronald Luna,"C++, SQL",0.0334282750097736,M.Tech,Google ML,3,0,1.1490027651346706,-0.04117960667152538,0.5268793942751229
315,Robert Thompson,"Networking, Ethical Hacking, Linux, Cybersecurity",1.6405568812488873,M.Tech,Google ML,1,0,0.7384448624605332,-0.04117960667152538,0.7652863600104727
316,Joseph Rojas,"Cybersecurity, Ethical Hacking, Linux",-1.2522746099815174,MBA,AWS Certified,1,0,-0.07164517557126539,1.506925907295594,0.05006546280442332
317,Richard Padilla,"Cybersecurity, Networking, Ethical Hacking, Linux",-0.9308488887336946,B.Sc,None,1,1,-0.9060874004713438,-0.3508007094649493,-1.1419693658723256
318,Heather Savage,"Machine Learning, Python, Deep Learning",-0.9308488887336946,B.Tech,Deep Learning Specialization,2,0,-1.0686523555902532,0.5780625989153224,-0.18834150293092647
319,Elizabeth Chavez,"TensorFlow, Python, NLP",1.3191311600010647,M.Tech,AWS Certified,0,0,0.9245372423256237,-1.589285120638645,0.7652863600104727
320,Scott Richardson,"SQL, Java, C++, React",-1.57370033122934,B.Tech,AWS Certified,3,0,-1.1414484649986405,0.8876837017087462,-0.6651554344016261
321,Jerome Sampson,"Deep Learning, SQL",0.0334282750097736,MBA,Google ML,2,0,1.5142855681588685,0.8876837017087462,0.7652863600104727
322,Jennifer Padilla,"Networking, Linux, Cybersecurity, Ethical Hacking",0.0334282750097736,M.Tech,Deep Learning Specialization,1,0,0.961738354885545,-0.6604218122583732,0.5268793942751229
323,Malik Burns,"Python, Deep Learning",0.0334282750097736,B.Tech,None,2,0,-0.27935500474188785,1.506925907295594,0.7652863600104727
324,Brandon Monroe,"Ethical Hacking, Linux",0.9977054387532418,B.Tech,Deep Learning Specialization,1,0,0.5738397063027484,-0.9700429150517971,0.7652863600104727
325,Heather Mcdonald,"C++, Java, SQL",-0.6094231674858719,PhD,Deep Learning Specialization,3,0,0.8139757094316686,-0.3508007094649493,-0.42674846866627625
326,William Bryant,"Deep Learning, Python",-0.6094231674858719,MBA,AWS Certified,2,0,-1.5619469216707031,1.506925907295594,0.7652863600104727
327,Abigail Brock,"Machine Learning, Python, Deep Learning",1.3191311600010647,B.Tech,None,2,0,0.59524011294457,-1.589285120638645,0.7652863600104727
328,Maria Perez PhD,"Ethical Hacking, Linux, Cybersecurity",-0.2879974462380492,MBA,None,1,0,-1.1838586014876056,1.1973048045021701,0.7652863600104727
329,William Casey,"SQL, React, C++",0.6762797175054192,B.Tech,AWS Certified,3,0,-0.6190701819810291,-1.589285120638645,0.5268793942751229
330,Bryan Clayton,"Networking, Cybersecurity, Ethical Hacking, Linux",-1.57370033122934,PhD,AWS Certified,1,1,-0.7723891196258857,-0.04117960667152538,-1.3803763316076754
331,James Murphy,"SQL, Java",0.6762797175054192,M.Tech,AWS Certified,3,0,1.5314753471247131,-0.04117960667152538,0.7652863600104727
332,Brett Mills,"Python, Deep Learning, SQL, Machine Learning",-1.2522746099815174,B.Tech,AWS Certified,2,0,-0.7977831112799744,1.1973048045021701,0.05006546280442332
333,Kimberly Thompson,"TensorFlow, Pytorch",0.0334282750097736,PhD,AWS Certified,0,0,-0.025588722331969585,-0.3508007094649493,0.2884724285397731
334,William Walker,"Linux, Cybersecurity, Networking",-0.9308488887336946,B.Sc,AWS Certified,1,1,-1.0954354202920868,-1.279664017845221,-1.6187832973430252
335,Natalie King,"Ethical Hacking, Linux",0.6762797175054192,M.Tech,Deep Learning Specialization,1,0,0.5177558820000432,-1.589285120638645,0.2884724285397731
336,Sergio Scott,"Java, SQL, React, C++",1.6405568812488873,B.Sc,Deep Learning Specialization,3,0,-0.4709602682652165,-0.3508007094649493,0.7652863600104727
337,Carlos Park,"Pytorch, TensorFlow",-0.9308488887336946,MBA,AWS Certified,0,0,-0.6503677340880342,0.2684414961218985,-0.6651554344016261
338,Stacie Pitts,"C++, SQL",0.6762797175054192,MBA,AWS Certified,3,0,-1.5069917192192908,0.8876837017087462,0.7652863600104727
339,Jose Kirk,"Networking, Linux, Ethical Hacking, Cybersecurity",-0.2879974462380492,B.Tech,None,1,1,-0.19271157338879225,-1.589285120638645,-1.1419693658723256
340,John Alvarez,"SQL, Machine Learning",-1.57370033122934,B.Tech,AWS Certified,2,1,0.4500385709224735,0.8876837017087462,-1.1419693658723256
341,Austin Saunders,"C++, Java",-1.57370033122934,B.Sc,None,3,1,0.3973406121736468,0.8876837017087462,-1.6187832973430252
342,Shannon Page,"Deep Learning, SQL, Python, Machine Learning",0.9977054387532418,MBA,AWS Certified,2,0,0.8833859532861775,-1.589285120638645,0.7652863600104727
343,Dylan Keller,"Python, NLP, TensorFlow",0.6762797175054192,B.Sc,Google ML,0,0,-0.7599742792616646,0.8876837017087462,0.7652863600104727
344,Stephanie Mosley,"Cybersecurity, Networking",-0.6094231674858719,MBA,None,1,0,-1.0757279464272043,1.1973048045021701,0.05006546280442332
345,Whitney Thompson,"Deep Learning, Machine Learning, SQL, Python",-1.2522746099815174,M.Tech,Deep Learning Specialization,2,0,-0.00015132214513891509,1.506925907295594,0.2884724285397731
346,Isabel Williams,"Cybersecurity, Ethical Hacking, Networking, Linux",0.35485399625759634,MBA,Google ML,1,0,0.4211284881162803,1.506925907295594,0.7652863600104727
347,Jessica Ruiz,"Ethical Hacking, Cybersecurity, Linux, Networking",-1.57370033122934,MBA,Google ML,1,0,0.9781033717292911,0.5780625989153224,-0.9035624001369759
348,Jamie Arnold,"SQL, Java, React",-0.6094231674858719,B.Sc,None,3,0,0.706930267689818,1.1973048045021701,0.2884724285397731
349,Ashley Gardner,"Machine Learning, Python",-1.2522746099815174,MBA,AWS Certified,2,1,1.2419838422681027,-0.6604218122583732,-1.857190263078375
350,Shannon Young,"Ethical Hacking, Linux",-0.9308488887336946,M.Tech,None,1,0,1.5493596626144304,0.5780625989153224,-0.9035624001369759
351,George Hansen,"Networking, Ethical Hacking",-1.2522746099815174,M.Tech,AWS Certified,1,1,-0.6414689848759176,0.2684414961218985,-1.1419693658723256
353,Morgan Mueller,"Python, Deep Learning, SQL, Machine Learning",1.3191311600010647,PhD,None,2,0,-1.5171927244136683,-0.04117960667152538,0.7652863600104727
